name,ra,dec,time_x,fluence,redshift
GRB 100212A,356.41762,49.49464,2010-02-12T14:07:22.028320,0.00000109,
GRB 100213A,349.39183,43.37903,2010-02-13T22:27:48.212320,0.00000026,
GRB 100213B,124.28308,43.44859,2010-02-13T22:58:34.216240,0.00000117,0.604
GRB 100216A,154.263,35.524,2010-02-16T10:07:00,0.000000047,
GRB 100219A,154.20204,-12.56681,2010-02-19T15:15:46.455360,0.000000428,4.6667
GRB 100302A,195.51612,74.59014,2010-03-02T19:53:06.422100,0.000000298,4.813
GRB 100305A,168.36792,42.40292,2010-03-05T09:05:38.414420,0.00000146,
GRB 100316A,251.97875,71.82708,2010-03-16T02:23:00.430180,0.000000824,
GRB 100316B,163.48809,-45.47265,2010-03-16T08:01:36.973480,0.000000205,1.18
GRB 100316C,32.28725,-67.99144,2010-03-16T08:57:59.501360,0.000000173,3.5
GRB 100316D,107.62725,-56.25556,2010-03-16T12:44:50.380880,0.00000342,0.059
GRB 100322B,76.489,42.685,2010-03-22T07:06:18,0.00000005,
GRB 100324A,98.612,-9.735,2010-03-24T00:21:27,0.00000007,
GRB 100331A,261.0831,-58.943,2010-03-31T00:30:30,,
GRB 100331B,303.02142,-11.10811,2010-03-31T21:08:38,,
GRB 100401A,290.813,-8.257,2010-04-01T07:07:32,0.000000036,
GRB 100413A,266.2215,15.83422,2010-04-13T17:33:28.376380,0.00000616,3.9
GRB 100413B,356.8264,51.2704,2010-04-13T08:42:41,0.00000043,
GRB 100414A,192.11233,8.69303,2010-04-14T02:20:21,,1.368
GRB 100418A,256.36287,11.46175,2010-04-18T21:10:08.040780,0.000000329,0.6235
GRB 100420A,296.12737,55.76944,2010-04-20T05:22:42.276700,0.000000451,
GRB 100423A,136.45925,21.49842,2010-04-23T00:34:59.164220,0.00000853,
GRB 100424A,209.44762,1.53858,2010-04-24T16:32:42.263180,0.00000135,
GRB 100425A,299.19637,-26.43058,2010-04-25T02:50:45.077880,0.000000513,1.755
GRB 100427A,89.171,-3.461,2010-04-27T08:31:55,,
GRB 100504A,255.57137,-35.58728,2010-05-04T19:20:59.512540,0.00000237,
GRB 100508A,76.24579,-20.71142,2010-05-08T09:20:42.221700,0.000000792,
GRB 100513A,169.61167,3.62778,2010-05-13T02:07:08.767460,0.00000133,4.772
GRB 100514A,328.82275,29.16004,2010-05-14T18:53:58.170320,0.000000377,
GRB 100518A,304.78888,-24.55458,2010-05-18T11:33:35,,4
GRB 100522A,6.98654,9.40175,2010-05-22T03:45:52.323860,0.00000208,
GRB 100526A,230.76904,25.63219,2010-05-26T16:26:10.166000,0.00000255,
GRB 100526B,0.73483,-37.91289,2010-05-26T19:00:38.517680,0.000000531,
GRB 100528A,311.1413,27.8066,2010-05-28T01:48:05,,
GRB 100606A,350.62658,-66.24133,2010-06-06T19:12:41.811980,0.00000639,
GRB 100614A,263.49937,49.23414,2010-06-14T21:38:26.107200,0.00000271,
GRB 100615A,177.20558,-19.48111,2010-06-15T01:59:03.994640,0.00000495,
GRB 100619A,84.62229,-27.00556,2010-06-19T00:21:07.246620,0.00000455,
GRB 100621A,315.3045,-51.10625,2010-06-21T03:03:32.840140,0.0000194,0.542
GRB 100625A,15.79546,-39.08844,2010-06-25T18:32:28.377940,0.000000703,
GRB 100628A,225.97279,-31.6635,2010-06-28T08:16:40.830060,1.52E-08,
GRB 100702A,245.69704,-56.53108,2010-07-02T01:03:47.206620,0.000000116,
GRB 100704A,133.6415,-24.20281,2010-07-04T03:35:08.736120,0.00000572,3.6
GRB 100713A,255.20154,28.39425,2010-07-13T14:36:06,,
GRB 100719A,112.319,-5.857,2010-07-19T03:30:57.937820,0.000000531,
GRB 100724A,194.54333,-11.1025,2010-07-24T00:42:19.202780,0.000000156,1.288
GRB 100724B,124.16,74.42,2010-07-24T00:42:05,,
GRB 100725A,166.48158,-26.67047,2010-07-25T07:12:52.414860,0.00000204,
GRB 100725B,290.03337,76.95644,2010-07-25T11:24:34.494340,0.00000684,
GRB 100727A,154.17775,-21.39061,2010-07-27T05:42:17.784900,0.0000012,
GRB 100728A,88.75838,-15.25567,2010-07-28T02:18:24.246260,0.0000378,
GRB 100728B,44.05611,0.28116,2010-07-28T10:31:55.829200,0.00000167,2.106
GRB 100802A,2.46825,47.75522,2010-08-02T05:45:36.166420,0.00000353,
GRB 100805A,299.87713,52.62783,2010-08-05T04:12:42.269380,0.000000509,1.3
GRB 100807A,55.30179,67.6715,2010-08-07T09:13:13.622520,0.000000295,
GRB 100814A,22.47338,-17.99545,2010-08-14T03:50:11.265420,0.00000898,1.44
GRB 100816A,351.73992,26.57853,2010-08-16T00:37:51.355600,0.00000184,0.8035
GRB 100823A,20.70429,5.83511,2010-08-23T17:25:35.715620,0.000000408,
GRB 100901A,27.26424,22.75856,2010-09-01T13:34:10.376100,0.00000193,1.408
GRB 100902A,48.629,30.97911,2010-09-02T19:31:53.860200,0.00000309,4.5
GRB 100904A,172.907,-16.185,2010-09-04T01:33:43.808300,0.00000125,
GRB 100905A,31.55017,14.92953,2010-09-05T15:08:14.715440,0.000000173,
GRB 100906A,28.68383,55.63036,2010-09-06T13:49:27.416480,0.0000117,1.727
GRB 100909A,73.94942,54.65892,2010-09-09T09:04:00,,
GRB 100915A,315.69462,65.67297,2010-09-15T01:31:05.822060,0.00000146,
GRB 100915B,85.3944,25.0949,2010-09-15T05:49:39,,
GRB 100917A,289.25,-17.12,2010-09-17T05:03:25.783360,0.00000086,
GRB 100924A,0.67608,7.00078,2010-09-24T03:58:08.897460,0.00000756,
GRB 100928A,223.037,-28.542,2010-09-28T02:19:52.757060,0.000000349,
GRB 101008A,328.87529,37.06711,2010-10-08T16:43:15.219700,0.00000113,
GRB 101011A,48.29487,-65.98167,2010-10-11T16:58:35.338240,0.00000138,
GRB 101017A,291.38565,-35.14482,2010-10-17T10:32:47.416220,0.0000169,
GRB 101020A,189.607,23.129,2010-10-20T23:40:41.709060,0.00000259,
GRB 101023A,317.9636,-65.38769,2010-10-23T22:50:12.387740,0.0000273,
GRB 101024A,66.50733,-77.26546,2010-10-24T11:39:29.826060,0.00000145,2
GRB 101030A,166.382,-16.37808,2010-10-30T15:56:29.902620,0.00000289,
GRB 101112A,292.22857,39.35296,2010-11-12T22:10:24,,
GRB 101114A,303.21133,14.033,2010-11-14T00:32:50,0.0000008,
GRB 101117B,173.00225,-72.66275,2010-11-17T19:13:23.925160,0.00000111,3
GRB 101129A,155.921,-17.645,2010-11-29T15:39:31,0.00000009,
GRB 101201A,1.96746,-16.18484,2010-12-01T10:01:48,,
GRB 101204A,167.53683,-20.42014,2010-12-04T23:53:29,0.0000012,
GRB 101213A,241.31383,21.89744,2010-12-13T10:49:23.075680,0.00000497,0.414
GRB 101219A,74.58537,-2.53972,2010-12-19T02:31:29.757600,0.00000042,0.718
GRB 101219B,12.23061,-34.56652,2010-12-19T16:27:53.519740,0.00000266,0.5519
GRB 101224A,285.92408,45.71375,2010-12-24T05:27:13.761240,6.85E-08,
GRB 101225A,0.19792,44.60067,2010-12-25T18:37:45.500280,0.00000183,0.874
GRB 110102A,245.88087,7.61383,2011-01-02T18:52:25.474700,0.0000165,2.5
GRB 110106A,79.30621,64.17358,2011-01-06T15:25:16.214380,0.000000293,
GRB 110106B,134.15528,47.00291,2011-01-06T21:26:17.013580,0.00000205,0.618
GRB 110107A,299.90929,41.91428,2011-01-07T21:15:51,0.0000058,
GRB 110112A,329.9325,26.45719,2011-01-12T04:12:18.468660,2.79E-08,
GRB 110112B,10.599,64.406,2011-01-12T22:24:55,,
GRB 110119A,348.58587,5.98626,2011-01-19T22:20:58.379640,0.00000703,
GRB 110128A,193.89625,28.06503,2011-01-28T01:44:33.009360,0.000000718,2.339
GRB 110201A,137.58212,88.60561,2011-02-01T09:35:08.899340,0.000000682,
GRB 110205A,164.62958,67.52525,2011-02-05T02:02:41.367420,0.0000171,2.22
GRB 110206A,92.3335,-58.80692,2011-02-06T18:08:05,,
GRB 110207A,12.54,-10.79,2011-02-07T11:17:20.015680,0.00000159,
GRB 110208A,22.46192,-20.59264,2011-02-08T21:10:46.347120,0.000000269,
GRB 110210A,13.05679,7.77975,2011-02-10T09:52:41.350180,0.00000096,
GRB 110212A,69.025,43.716,2011-02-12T01:09:08.736900,0.000000253,
GRB 110213A,42.96413,49.27321,2011-02-13T05:17:29.533120,0.00000587,1.46
GRB 110213B,41.75604,1.14625,2011-02-13T14:31:48,,1.083
GRB 110223A,345.85217,87.55786,2011-02-23T20:56:59.226720,0.00000016,
GRB 110223B,150.23325,-68.30167,2011-02-23T21:25:48.058660,0.000000585,
GRB 110305A,260.88042,-15.80244,2011-03-05T06:38:01.212340,0.000000786,
GRB 110312A,157.48125,-5.26242,2011-03-12T17:55:37.252080,0.000000823,
GRB 110315A,279.19517,17.53897,2011-03-15T23:57:04.537480,0.00000406,
GRB 110318A,338.292,-15.278,2011-03-18T13:14:19.601160,0.00000485,
GRB 110318B,211.67817,-51.57881,2011-03-18T15:27:09.712860,0.000000279,
GRB 110319A,356.50287,-66.01122,2011-03-19T02:16:41.615380,0.00000143,
GRB 110319B,326.09479,-56.78242,2011-03-19T19:34:02,0.000001,
GRB 110402A,197.40267,61.25269,2011-04-02T00:12:57.186040,0.0000034,1
GRB 110407A,186.03139,15.71184,2011-04-07T14:06:41.167860,0.00000164,
GRB 110411A,291.44021,67.71086,2011-04-11T19:34:11.842080,0.0000033,
GRB 110412A,133.491,13.488,2011-04-12T07:33:21.152460,0.0000017,
GRB 110414A,97.87292,24.36242,2011-04-14T07:42:14.521920,0.00000393,
GRB 110420A,2.16363,-37.88664,2011-04-20T11:02:24.037860,0.00000612,1.6
GRB 110420B,320.045,-41.277,2011-04-20T22:42:11.716260,0.000000029,
GRB 110422A,112.04608,75.10694,2011-04-22T15:41:55.870640,0.0000367,1.77
GRB 110426A,221.088,-11.153,2011-04-26T15:06:26,,
GRB 110428A,5.46017,64.81544,2011-04-28T09:18:29,,
GRB 110503A,132.77588,52.20762,2011-05-03T17:35:45.530200,0.0000102,1.613
GRB 110519A,261.638,-23.426,2011-05-19T02:12:16.711700,0.00000399,
GRB 110520A,134.34074,56.42735,2011-05-20T20:28:48.193920,0.00000107,
GRB 110521A,120.13296,45.82692,2011-05-21T15:51:31.455260,0.000000672,
GRB 110530A,282.06833,61.92913,2011-05-30T15:31:02.689700,0.000000505,2.7
GRB 110604A,270.85925,18.39928,2011-06-04T14:49:46,,
GRB 110608A,315.2812,32.0413,2011-06-08T16:02:03.5,,
GRB 110610A,308.17808,74.825,2011-06-10T15:21:32.029260,0.00000492,
GRB 110625A,286.73167,6.75378,2011-06-25T21:08:28.426680,0.0000282,
GRB 110708A,340.1135,53.96211,2011-07-08T04:43:22,,
GRB 110709A,238.89142,40.92419,2011-07-09T15:24:29.148680,0.0000101,
GRB 110709B,164.65464,-23.45466,2011-07-09T21:32:39.835840,0.0000498,
GRB 110715A,237.68369,-46.23515,2011-07-15T13:13:50.984920,0.0000118,0.82
GRB 110719A,24.58083,34.58628,2011-07-19T06:09:11.868540,0.00000162,
GRB 110721A,333.4,-39,2011-07-21T04:47:43.75,,
GRB 110726A,286.71693,56.0713,2011-07-26T01:30:40.549800,0.000000218,1.036
GRB 110731A,280.50413,-28.53717,2011-07-31T11:09:30.451760,0.00000596,2.83
GRB 110801A,89.43695,80.95592,2011-08-01T19:49:42.991200,0.00000472,1.858
GRB 110802A,44.455,32.593,2011-08-02T15:19:17,,
GRB 110808A,57.2678,-44.19448,2011-08-08T06:18:54.201560,0.000000327,1.348
GRB 110815A,85.297,32.442,2011-08-15T09:40:57,,
GRB 110818A,317.33767,-63.98119,2011-08-18T20:37:49.205860,0.00000399,3.36
GRB 110820A,343.19208,70.29864,2011-08-20T17:38:27.791540,0.00000082,
GRB 110825A,44.896,15.407,2011-08-25T02:26:50,,
GRB 110827A,164.059,53.817,2011-08-27T00:01:52.506420,0.000000181,
GRB 110903A,197.06592,58.98161,2011-09-03T02:39:55,,
GRB 110906A,296.915,-26.231,2011-09-06T12:25:13,,
GRB 110915A,310.82454,-0.72317,2011-09-15T13:20:44.408340,0.00000578,
GRB 110915B,77.55467,1.93281,2011-09-15T18:24:19,,
GRB 110918A,32.53912,-27.10544,2011-09-18T21:26:57,,0.984
GRB 110921A,294.09783,36.32872,2011-09-21T13:51:20.163880,0.00000239,
GRB 110928A,257.73267,36.53572,2011-09-28T01:51:31.789800,0.000000699,
GRB 111005A,223.28242,-19.73672,2011-10-05T08:05:14.229140,0.00000062,
GRB 111008A,60.451,-32.70928,2011-10-08T22:12:58.280940,0.00000535,4.9898
GRB 111016A,153.83429,27.46222,2011-10-16T18:37:04.526260,0.00000403,
GRB 111018A,271.48867,-3.90725,2011-10-18T17:26:24.519600,0.000000401,
GRB 111020A,287.05209,-38.01183,2011-10-20T06:33:49.058300,6.46E-08,
GRB 111022A,275.86483,-23.67322,2011-10-22T16:07:04.954100,0.0000019,
GRB 111022B,108.96483,49.68381,2011-10-22T17:13:04.505940,0.000000898,
GRB 111026A,244.256,-47.435,2011-10-26T06:47:29.005720,0.000000167,
GRB 111029A,44.78363,57.11097,2011-10-29T09:44:40.483020,0.000000422,
GRB 111103A,327.111,-10.532,2011-11-03T10:35:13.489780,0.00000139,
GRB 111103B,265.69329,1.61006,2011-11-03T10:59:03.953720,0.00000796,
GRB 111107A,129.47775,-66.52009,2011-11-07T00:50:24.005480,0.000000883,2.893
GRB 111109A,118.20358,-41.5845,2011-11-09T02:57:46.046320,0.000000244,
GRB 111117A,12.69274,23.01111,2011-11-17T12:13:41.921600,0.000000145,
GRB 111121A,154.76121,-46.67072,2011-11-21T16:26:24.635300,0.0000022,
GRB 111123A,154.84637,-20.64472,2011-11-23T18:13:21.100200,0.00000732,
GRB 111126A,276.057,51.461,2011-11-26T18:57:42,0.00000007,
GRB 111129A,307.43396,-52.71293,2011-11-29T16:18:14.327920,0.00000018,
GRB 111201A,190.478,32.98719,2011-12-01T14:22:45,0.00000046,
GRB 111204A,336.62838,-31.37481,2011-12-04T13:37:28.359180,0.000000466,
GRB 111205A,134.67929,-31.94328,2011-12-05T13:10:50,,
GRB 111207A,92.924,-39.504,2011-12-07T14:16:59,,
GRB 111208A,290.22433,40.67617,2011-12-08T08:28:11,0.00000098,
GRB 111209A,14.34429,-46.80106,2011-12-09T07:19:12.342960,0.0000361,0.677
GRB 111210A,191.47675,-7.16603,2011-12-10T14:37:03.186460,0.000000164,
GRB 111211A,153.09033,11.20814,2011-12-11T22:17:33,,0.478
GRB 111212A,310.43154,-68.61242,2011-12-12T09:23:07.084300,0.0000014,
GRB 111215A,349.55546,32.49422,2011-12-15T14:04:08.321280,0.00000268,
GRB 111215B,222.403,16.439,2011-12-15T20:28:06,,
GRB 111222A,179.22008,69.07096,2011-12-22T14:51:55,,
GRB 111225A,13.1551,51.57208,2011-12-25T03:50:37.792220,0.00000131,
GRB 111228A,150.06684,18.29783,2011-12-28T15:44:43.604140,0.00000855,0.7163
GRB 111229A,76.28692,-84.71085,2011-12-29T22:37:52.271700,0.000000332,1.3805
GRB 120102A,276.22456,24.71309,2012-01-02T02:15:55.012820,0.00000434,
GRB 120106A,66.10754,64.03836,2012-01-06T14:16:24.245280,0.000000975,
GRB 120107A,246.31,-69.93,2012-01-07T09:12:15,,
GRB 120114A,317.9043,57.0358,2012-01-14T16:20:09,,
GRB 120116A,16.241,33.93086,2012-01-16T18:06:28.050200,0.00000289,
GRB 120118B,124.871,-7.18475,2012-01-18T17:00:21.195400,0.000002,
GRB 120119A,120.02889,-9.08159,2012-01-19T04:04:30.217780,0.0000172,1.728
GRB 120121A,249.35429,-23.96144,2012-01-21T09:42:19.266000,0.0000011,
GRB 120202A,203.5065,22.7747,2012-02-02T21:40:17,,
GRB 120211A,87.75379,-24.7754,2012-02-11T11:58:28.088540,0.00000083,
GRB 120212A,43.1002,-18.02062,2012-02-12T09:11:22.741460,0.000000513,
GRB 120213A,301.01207,65.41128,2012-02-13T00:27:19.539240,0.00000186,
GRB 120215A,30.04786,8.802,2012-02-15T00:41:15.308260,0.000000401,
GRB 120218A,319.7641,-25.4626,2012-02-18T00:49:22.145800,0.00000532,
GRB 120219A,129.79004,51.03208,2012-02-19T14:30:08.092340,0.000000542,
GRB 120224A,40.94222,-17.76129,2012-02-24T04:39:56.492380,0.000000239,
GRB 120226A,300.05,48.81,2012-02-26T20:54:17.03,,
GRB 120229A,20.033,-35.796,2012-02-29T14:35:11.161400,4.05E-08,
GRB 120302A,122.39825,29.62797,2012-03-02T01:55:39,0.00000066,
GRB 120305A,47.53649,28.49171,2012-03-05T19:37:30.107140,0.000000201,
GRB 120308A,219.08354,79.68672,2012-03-08T06:13:38.654560,0.00000117,4
GRB 120311A,273.09236,14.29619,2012-03-11T05:33:38.324140,0.000000308,3
GRB 120311B,258.56213,-13.05146,2012-03-11T15:08:10.834740,0.00000102,
GRB 120312A,251.78846,23.85803,2012-03-12T16:06:28.751080,0.000000568,
GRB 120320A,212.51758,8.69644,2012-03-20T11:56:15.603640,0.000000611,
GRB 120324A,291.07845,24.12972,2012-03-24T05:59:11.334480,0.00000988,
GRB 120326A,273.90471,69.25972,2012-03-26T01:20:29.280140,0.00000258,1.798
GRB 120327A,246.8645,-29.41493,2012-03-27T02:55:16.636400,0.00000361,2.813
GRB 120328A,241.61391,-39.33574,2012-03-28T03:06:19.032840,0.000000474,
GRB 120401A,58.08258,-17.63569,2012-04-01T05:24:15.946360,0.000000903,
GRB 120403A,42.458,40.489,2012-04-03T01:05:23.587920,9.96E-08,
GRB 120403B,55.27819,-89.00861,2012-04-03T20:33:56.481060,0.000000208,
GRB 120404A,235.0095,12.88503,2012-04-04T12:51:02.398680,0.0000015,2.876
GRB 120419A,187.38762,-63.00791,2012-04-19T12:56:25,,
GRB 120422A,136.91008,14.01864,2012-04-22T07:12:03,0.000000239,0.283
GRB 120426A,111.537,-65.631,2012-04-26T02:09:14,,
GRB 120510A,44.285,72.85,2012-05-10T08:47:44,,
GRB 120514A,283.00076,-4.26357,2012-05-14T01:12:49,0.00000284,
GRB 120521A,148.72464,-49.41734,2012-05-21T05:59:42,0.000000078,
GRB 120521B,197.00992,-52.75465,2012-05-21T09:07:48,0.00000216,
GRB 120521C,214.28668,42.14478,2012-05-21T23:22:07,0.00000115,6
GRB 120612A,126.72166,-17.57474,2012-06-12T02:05:19,0.00000122,
GRB 120614A,312.73,65.16,2012-06-14T05:49:10,,
GRB 120622A,205.43,-1.71,2012-06-22T03:21:46,,
GRB 120624B,170.88462,8.92856,2012-06-24T22:19:51,0.0000283,0.3
GRB 120630A,352.2948,42.5548,2012-06-30T23:17:33.768,6.14E-08,
GRB 120701A,80.348,-58.54953,2012-07-01T07:50:41.57,0.0000014,
GRB 120703A,339.35671,-29.72325,2012-07-03T17:25:22,0.00000364,
GRB 120709A,318.41,-50.03,2012-07-09T21:11:40.37,,
GRB 120711A,94.6785,-70.99911,2012-07-11T02:44:48,,1.451
GRB 120711B,331.69137,60.02267,2012-07-11T03:11:02.58,0.000000558,
GRB 120712A,169.5885,-20.03372,2012-07-12T13:42:27,0.00000184,4.1745
GRB 120714A,167.98289,-30.6273,2012-07-14T07:46:46,0.000000864,
GRB 120714B,355.40864,-46.18387,2012-07-14T21:18:46.57,0.0000012,0.3984
GRB 120716A,313.05071,9.59831,2012-07-16T17:05:04,,2.486
GRB 120722A,230.4966,13.2513,2012-07-22T12:53:26,0.00000129,0.9586
GRB 120724A,245.18062,3.50772,2012-07-24T06:39:02,0.000000732,1.48
GRB 120728A,137.09425,-54.43736,2012-07-28T22:25:11,0.00000242,
GRB 120729A,13.07431,49.93974,2012-07-29T10:56:14,0.00000252,0.8
GRB 120802A,44.84258,13.76835,2012-08-02T08:00:51,0.00000186,3.796
GRB 120803A,269.514,-6.7628,2012-08-03T07:22:16,0.000000282,
GRB 120803B,314.23525,53.304,2012-08-03T11:06:06,0.00000223,
GRB 120804A,233.94788,-28.78242,2012-08-04T00:54:14,0.000000877,
GRB 120805A,216.538,5.82547,2012-08-05T21:28:09,0.000000822,
GRB 120807A,241.26016,-47.47972,2012-08-07T07:09:37,0.00000029,
GRB 120811A,257.16542,-22.71054,2012-08-11T02:35:18,0.00000105,
GRB 120811C,199.68263,62.30072,2012-08-11T15:34:52,0.00000302,2.671
GRB 120815A,273.95758,-52.13114,2012-08-15T02:13:58,0.000000494,2.358
GRB 120816A,282.14359,-6.93788,2012-08-16T19:18:34,0.000000432,
GRB 120817A,250.69133,-38.35344,2012-08-17T06:49:42,0.000000691,
GRB 120817B,8.31,-26.428,2012-08-17T04:02:30,,
GRB 120819A,235.90767,-7.30914,2012-08-19T13:10:14,0.0000014,3
GRB 120821A,255.2692,-40.5212,2012-08-21T13:23:45,,
GRB 120830A,88.649,-28.984,2012-08-30T07:07:03.53,,
GRB 120907A,74.75002,-9.31501,2012-09-07T00:24:23,0.000000613,0.97
GRB 120908A,230.64,-25.79,2012-09-08T22:31:00.02,,
GRB 120909A,275.73633,-59.44836,2012-09-09T01:42:03,,3.93
GRB 120911A,357.97938,63.09879,2012-09-11T07:08:33,0.00000108,
GRB 120913A,146.4,26.959,2012-09-13T20:18:21,0.000000869,
GRB 120913B,213.66025,-14.51589,2012-09-13T23:55:58,0.0000106,
GRB 120918A,181.042,-32.762,2012-09-18T11:16:10,0.00000368,
GRB 120919A,214.768,-45.564,2012-09-19T07:24:41.98,,
GRB 120922A,234.7485,-20.18172,2012-09-22T22:30:28,0.0000056,3.1
GRB 120923A,303.79492,6.22119,2012-09-23T05:16:06,0.000000324,8
GRB 120927A,136.61375,0.41618,2012-09-27T22:40:46,0.00000263,
GRB 121001A,276.03267,-5.66536,2012-10-01T18:23:02,0.00000172,
GRB 121011A,260.21342,41.11039,2012-10-11T11:15:30,0.00000239,
GRB 121014A,166.645,-29.105,2012-10-14T20:11:56,0.00000101,
GRB 121017A,288.83007,-1.60453,2012-10-17T19:23:28,0.000000619,
GRB 121024A,70.47208,-12.29069,2012-10-24T02:56:12,0.00000108,2.298
GRB 121025A,248.38182,27.67189,2012-10-25T07:46:30,,
GRB 121027A,63.59767,-58.82983,2012-10-27T07:32:29,0.00000223,1.773
GRB 121028A,271.89948,-2.29358,2012-10-28T05:04:31,0.000000318,
GRB 121031A,170.77019,-3.51704,2012-10-31T22:50:30,0.00000783,
GRB 121102A,270.90091,-16.9579,2012-11-02T02:27:02,0.00000194,
GRB 121108A,83.19407,54.47351,2012-11-08T17:47:39,0.000000962,
GRB 121117A,31.61075,7.4195,2012-11-17T08:50:56,0.0000014,
GRB 121123A,307.31792,-11.85989,2012-11-23T10:02:41,0.0000132,2.7
GRB 121125A,228.5274,55.31332,2012-11-25T08:32:27,0.00000472,
GRB 121128A,300.6,54.29974,2012-11-28T05:05:37,0.00000689,2.2
GRB 121201A,13.46732,-42.94292,2012-12-01T12:25:42,0.000000687,3.385
GRB 121202A,256.79691,23.94822,2012-12-02T04:20:05,0.00000113,
GRB 121209A,326.78719,-8.2353,2012-12-09T21:59:11,0.00000275,1.7
GRB 121211A,195.53328,30.14849,2012-12-11T13:47:02,0.00000133,1.023
GRB 121212A,177.79333,78.03758,2012-12-12T06:56:13,0.000000139,2
GRB 121217A,153.71003,-62.35098,2012-12-17T07:17:47,0.00000593,3
GRB 121226A,168.64217,-30.40636,2012-12-26T19:09:43,0.000000145,
GRB 121229A,190.10121,-50.5943,2012-12-29T05:00:21,0.00000083,2.707